Txn_ID,Value_Date,Channel,Counterparty,Reference,Amount,Currency,Running_Balance
TXN2230,23/04/2026,BANK-CHG,Northgate Bank plc,CHG626684,-77.94,GBP,6099188.97
TXN2231,23/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-68,64.71,GBP,6099253.68
TXN2232,23/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-82,668.61,GBP,6099922.29
TXN2233,23/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-73,635.58,GBP,6100557.87
TXN2234,23/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-75,391.92,GBP,6100949.79
TXN2235,23/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-01,495.73,GBP,6101445.52
TXN2236,23/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-65,555.91,GBP,6102001.43
TXN2237,23/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-48,115.19,GBP,6102116.62
TXN2238,23/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF139337,-42444.61,GBP,6059672.01
TXN2239,23/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF434568,-47948.09,GBP,6011723.92
TXN2240,23/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF488537,86206.12,GBP,6097930.04
TXN2241,23/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF466557,-45301.31,GBP,6052628.73
TXN2242,23/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF662996,-67803.93,GBP,5984824.80
TXN2243,23/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF654877,9651.39,GBP,5994476.19
TXN2244,23/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF810161,17755.62,GBP,6012231.81
TXN2245,24/04/2026,SUPPLIER-FPS,Norhaven Instruments,INV-001005,-22707.38,GBP,5989524.43
TXN2246,24/04/2026,SUPPLIER-CHAPS,Jarrowfield Paper,INV-1016,-38686.19,GBP,5950838.24
TXN2247,24/04/2026,SUPPLIER-FPS,Haldane Print & Bind,INV-1032,-12921.00,GBP,5937917.24
TXN2248,24/04/2026,SUPPLIER-CHAPS,Garrowby Textiles,INV-001073,-46393.36,GBP,5891523.88
TXN2249,24/04/2026,SUPPLIER-BACS,Oakhampton Seals,inv 1081,-15255.06,GBP,5876268.82
TXN2250,24/04/2026,SUPPLIER-CHAPS,Ashgrove Catering,INV1127,-36917.49,GBP,5839351.33
TXN2251,24/04/2026,SUPPLIER-CHAPS,Denholm Safety,INV-1130,-41845.81,GBP,5797505.52
TXN2252,24/04/2026,SUPPLIER-BACS,Langmere Plastics,INV-001138,-9528.54,GBP,5787976.98
TXN2253,24/04/2026,SUPPLIER-FPS,Wetherby Filtration,inv 1149,-35431.66,GBP,5752545.32
TXN2254,24/04/2026,SUPPLIER-CHAPS,Marrowby Supplies,INV-1154,-27159.04,GBP,5725386.28
TXN2255,24/04/2026,SUPPLIER-CHAPS,Kelvinside Media,INV-0000712,-2400.00,GBP,5722986.28
TXN2256,24/04/2026,CARD-STL,Dunmore Car Hire,CRD86724125,-1585.91,GBP,5721400.37
TXN2257,24/04/2026,CARD-STL,Jubilee Fitness,CRD26990460,-982.77,GBP,5720417.60
TXN2258,24/04/2026,CARD-STL,Elmswood Books,CRD29562399,-400.06,GBP,5720017.54
TXN2259,24/04/2026,CARD-STL,Crestwood IT Retail,CRD78620106,-1532.12,GBP,5718485.42
TXN2260,24/04/2026,CARD-STL,Hartsmere Catering,CRD46344662,-3576.56,GBP,5714908.86
TXN2261,24/04/2026,CARD-STL,Crestwood IT Retail,CRD84842103,-548.91,GBP,5714359.95
TXN2262,24/04/2026,CARD-STL,Cityline Rail,CRD21488783,-1629.70,GBP,5712730.25
TXN2263,24/04/2026,CARD-STL,Crestwood IT Retail,CRD47822428,-173.60,GBP,5712556.65
TXN2264,24/04/2026,CARD-STL,Cityline Rail,CRD43116260,-3051.90,GBP,5709504.75
TXN2265,24/04/2026,CARD-STL,Glenmoor Couriers,CRD37075907,-28.23,GBP,5709476.52
TXN2266,24/04/2026,CARD-STL,Kingsmead Pharmacy,CRD28984388,-2507.16,GBP,5706969.36
TXN2267,24/04/2026,CARD-STL,Norbury Stationers,CRD49137059,-252.81,GBP,5706716.55
TXN2268,24/04/2026,CARD-STL,Lowfield Hardware,CRD25338300,-1410.10,GBP,5705306.45
TXN2269,24/04/2026,CARD-STL,Bellamy Coffee Co,CRD83732764,-1194.92,GBP,5704111.53
TXN2270,24/04/2026,CARD-STL,Glenmoor Couriers,CRD76994447,-1531.67,GBP,5702579.86
TXN2271,24/04/2026,CARD-STL,Hartsmere Catering,CRD38508405,-228.18,GBP,5702351.68
TXN2272,24/04/2026,CARD-STL,Aeroline Travel,CRD29758565,-45.69,GBP,5702305.99
TXN2273,24/04/2026,CARD-STL,Norbury Stationers,CRD65773176,-768.44,GBP,5701537.55
TXN2274,24/04/2026,CARD-STL,Hartsmere Catering,CRD75484833,-2468.43,GBP,5699069.12
TXN2275,24/04/2026,CARD-STL,Jubilee Fitness,CRD39255986,-3613.27,GBP,5695455.85
TXN2276,24/04/2026,CARD-STL,Lowfield Hardware,CRD35989479,-179.37,GBP,5695276.48
TXN2277,24/04/2026,CARD-STL,Pinehurst Hotels,CRD58418263,-1339.08,GBP,5693937.40
TXN2278,24/04/2026,CARD-STL,Pinehurst Hotels,CRD62766032,-3495.09,GBP,5690442.31
TXN2279,24/04/2026,CARD-STL,Dunmore Car Hire,CRD92655193,-545.58,GBP,5689896.73
TXN2280,24/04/2026,CARD-STL,Fairhaven Parking,CRD71144944,-614.55,GBP,5689282.18
TXN2281,24/04/2026,CARD-STL,Jubilee Fitness,CRD11472782,-932.85,GBP,5688349.33
TXN2282,24/04/2026,CARD-STL,Bellamy Coffee Co,CRD73557249,-2808.99,GBP,5685540.34
TXN2283,24/04/2026,CARD-STL,Cityline Rail,CRD56949306,-842.85,GBP,5684697.49
TXN2284,24/04/2026,CARD-STL,Cityline Rail,CRD99737905,-3006.86,GBP,5681690.63
TXN2285,24/04/2026,CARD-STL,Dunmore Car Hire,CRD95626038,-163.99,GBP,5681526.64
TXN2286,24/04/2026,CARD-STL,Aeroline Travel,CRD54166960,-2856.83,GBP,5678669.81
TXN2287,24/04/2026,CARD-STL,Inglewood Print Shop,CRD30110082,-2322.15,GBP,5676347.66
TXN2288,24/04/2026,CARD-STL,Norbury Stationers,CRD11465204,-3065.29,GBP,5673282.37
TXN2289,24/04/2026,CARD-STL,Cityline Rail,CRD13228886,-2599.43,GBP,5670682.94
TXN2290,24/04/2026,CARD-STL,Bellamy Coffee Co,CRD24698531,-2914.45,GBP,5667768.49
TXN2291,24/04/2026,DD-UTIL,Cinderford Gas,DD976971,-1099.96,GBP,5666668.53
TXN2292,24/04/2026,DD-UTIL,Parkfield Rates,DD932405,-906.69,GBP,5665761.84
TXN2293,24/04/2026,DD-UTIL,Aquavale Water,DD849671,-1657.45,GBP,5664104.39
TXN2294,24/04/2026,DD-UTIL,Northern Grid Power,DD762048,-564.70,GBP,5663539.69
TXN2295,24/04/2026,DD-UTIL,Metro Waste Services,DD151303,-1509.57,GBP,5662030.12
TXN2296,24/04/2026,DD-UTIL,Metro Waste Services,DD321449,-860.98,GBP,5661169.14
TXN2297,24/04/2026,DD-UTIL,Northern Grid Power,DD451524,-1646.71,GBP,5659522.43
TXN2298,24/04/2026,DD-UTIL,Metro Waste Services,DD772488,-878.87,GBP,5658643.56
TXN2299,24/04/2026,DD-UTIL,Aquavale Water,DD711684,-840.25,GBP,5657803.31
TXN2300,24/04/2026,DD-UTIL,Metro Waste Services,DD213695,-1865.83,GBP,5655937.48
TXN2301,24/04/2026,DD-UTIL,Metro Waste Services,DD566714,-557.72,GBP,5655379.76
TXN2302,24/04/2026,DD-UTIL,Northern Grid Power,DD897886,-1006.30,GBP,5654373.46
TXN2303,24/04/2026,DD-UTIL,Shieldcrest Insurance,DD851036,-1507.62,GBP,5652865.84
TXN2304,24/04/2026,DD-UTIL,Metro Waste Services,DD824105,-282.87,GBP,5652582.97
TXN2305,24/04/2026,DD-UTIL,Northern Grid Power,DD213588,-1623.53,GBP,5650959.44
TXN2306,24/04/2026,DD-UTIL,Aquavale Water,DD355737,-310.18,GBP,5650649.26
TXN2307,24/04/2026,DD-UTIL,Aquavale Water,DD601299,-257.74,GBP,5650391.52
TXN2308,24/04/2026,DD-UTIL,Metro Waste Services,DD719818,-929.03,GBP,5649462.49
TXN2309,24/04/2026,DD-UTIL,Broadreach Broadband,DD742511,-336.26,GBP,5649126.23
TXN2310,24/04/2026,DD-UTIL,Talkline Telecom,DD936471,-1380.35,GBP,5647745.88
TXN2311,24/04/2026,DD-UTIL,Shieldcrest Insurance,DD384922,-197.46,GBP,5647548.42
TXN2312,24/04/2026,DD-UTIL,Parkfield Rates,DD491193,-1405.36,GBP,5646143.06
TXN2313,24/04/2026,DD-UTIL,Metro Waste Services,DD733131,-431.23,GBP,5645711.83
TXN2314,24/04/2026,DD-UTIL,Cinderford Gas,DD826428,-1501.90,GBP,5644209.93
TXN2315,24/04/2026,DD-UTIL,Metro Waste Services,DD648350,-945.07,GBP,5643264.86
TXN2316,24/04/2026,DD-UTIL,Cinderford Gas,DD421635,-490.76,GBP,5642774.10
TXN2317,24/04/2026,DD-UTIL,Cinderford Gas,DD228979,-631.34,GBP,5642142.76
TXN2318,24/04/2026,DD-UTIL,Aquavale Water,DD596810,-59.61,GBP,5642083.15
TXN2319,24/04/2026,DD-UTIL,Shieldcrest Insurance,DD363702,-1700.38,GBP,5640382.77
TXN2320,24/04/2026,DD-UTIL,Parkfield Rates,DD446111,-80.13,GBP,5640302.64
TXN2321,24/04/2026,DD-UTIL,Aquavale Water,DD113785,-1891.91,GBP,5638410.73
TXN2322,24/04/2026,DD-UTIL,Metro Waste Services,DD416943,-1459.56,GBP,5636951.17
TXN2323,24/04/2026,DD-UTIL,Shieldcrest Insurance,DD626365,-1785.71,GBP,5635165.46
TXN2324,24/04/2026,DD-UTIL,Northern Grid Power,DD190043,-1220.02,GBP,5633945.44
TXN2325,24/04/2026,BANK-CHG,Northgate Bank plc,CHG216180,-13.22,GBP,5633932.22
TXN2326,24/04/2026,BANK-CHG,Northgate Bank plc,CHG953064,-77.67,GBP,5633854.55
TXN2327,24/04/2026,BANK-CHG,Northgate Bank plc,CHG528183,-80.11,GBP,5633774.44
TXN2328,24/04/2026,BANK-CHG,Northgate Bank plc,CHG142896,-46.37,GBP,5633728.07
TXN2329,24/04/2026,BANK-CHG,Northgate Bank plc,CHG558527,-40.27,GBP,5633687.80
TXN2330,24/04/2026,BANK-CHG,Northgate Bank plc,CHG890143,-26.51,GBP,5633661.29
TXN2331,24/04/2026,BANK-CHG,Northgate Bank plc,CHG862940,-57.34,GBP,5633603.95
TXN2332,24/04/2026,BANK-CHG,Northgate Bank plc,CHG591003,-5.21,GBP,5633598.74
TXN2333,24/04/2026,BANK-CHG,Northgate Bank plc,CHG780445,-16.80,GBP,5633581.94
TXN2334,24/04/2026,BANK-CHG,Northgate Bank plc,CHG613753,-24.31,GBP,5633557.63
TXN2335,24/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-74,506.78,GBP,5634064.41
TXN2336,24/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-25,447.05,GBP,5634511.46
TXN2337,24/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-51,257.27,GBP,5634768.73
TXN2338,24/04/2026,INTEREST,Northgate Bank plc,INT-2026-04-71,281.94,GBP,5635050.67
TXN2339,24/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF817445,65547.24,GBP,5700597.91
TXN2340,24/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF899906,-69426.37,GBP,5631171.54
TXN2341,24/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF270855,71125.32,GBP,5702296.86
TXN2342,24/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF329913,7451.24,GBP,5709748.10
TXN2343,24/04/2026,INTERNAL-XFER,Treasury Sweep Account,TRF561994,54874.63,GBP,5764622.73
TXN2344,25/04/2026,CARD-STL,Crestwood IT Retail,CRD53086174,-2382.32,GBP,5762240.41
TXN2345,25/04/2026,CARD-STL,Jubilee Fitness,CRD42022205,-2917.45,GBP,5759322.96
TXN2346,25/04/2026,CARD-STL,Aeroline Travel,CRD73397842,-1024.03,GBP,5758298.93
TXN2347,25/04/2026,CARD-STL,Glenmoor Couriers,CRD17520359,-290.30,GBP,5758008.63
TXN2348,25/04/2026,CARD-STL,Hartsmere Catering,CRD90553330,-3737.38,GBP,5754271.25
TXN2349,25/04/2026,CARD-STL,Pinehurst Hotels,CRD73433178,-419.01,GBP,5753852.24
TXN2350,25/04/2026,CARD-STL,Crestwood IT Retail,CRD36378214,-919.95,GBP,5752932.29
TXN2351,25/04/2026,CARD-STL,Pinehurst Hotels,CRD76047071,-2537.00,GBP,5750395.29
TXN2352,25/04/2026,CARD-STL,Pinehurst Hotels,CRD87286681,-1989.77,GBP,5748405.52
TXN2353,25/04/2026,CARD-STL,Elmswood Books,CRD72463637,-1430.63,GBP,5746974.89
TXN2354,25/04/2026,CARD-STL,Lowfield Hardware,CRD77757384,-797.91,GBP,5746176.98
TXN2355,25/04/2026,CARD-STL,Pinehurst Hotels,CRD62502080,-1164.64,GBP,5745012.34
TXN2356,25/04/2026,CARD-STL,Norbury Stationers,CRD81182454,-3182.27,GBP,5741830.07
TXN2357,25/04/2026,CARD-STL,Lowfield Hardware,CRD49609149,-2897.79,GBP,5738932.28
TXN2358,25/04/2026,CARD-STL,Norbury Stationers,CRD83328368,-1369.37,GBP,5737562.91
TXN2359,25/04/2026,CARD-STL,Glenmoor Couriers,CRD56310801,-893.99,GBP,5736668.92
TXN2360,25/04/2026,CARD-STL,Aeroline Travel,CRD31455885,-38.23,GBP,5736630.69
TXN2361,25/04/2026,CARD-STL,Jubilee Fitness,CRD22096617,-1109.85,GBP,5735520.84
TXN2362,25/04/2026,CARD-STL,Inglewood Print Shop,CRD20656598,-1296.80,GBP,5734224.04
TXN2363,25/04/2026,CARD-STL,Dunmore Car Hire,CRD74035450,-2653.15,GBP,5731570.89
TXN2364,25/04/2026,CARD-STL,Lowfield Hardware,CRD11152234,-3062.33,GBP,5728508.56
TXN2365,25/04/2026,CARD-STL,Norbury Stationers,CRD13610492,-3693.25,GBP,5724815.31
TXN2366,25/04/2026,CARD-STL,Crestwood IT Retail,CRD23128504,-3034.09,GBP,5721781.22
TXN2367,25/04/2026,CARD-STL,Lowfield Hardware,CRD31726353,-662.16,GBP,5721119.06
TXN2368,25/04/2026,CARD-STL,Lowfield Hardware,CRD72497243,-2978.38,GBP,5718140.68
TXN2369,25/04/2026,CARD-STL,Fairhaven Parking,CRD91151500,-3258.78,GBP,5714881.90
TXN2370,25/04/2026,CARD-STL,Inglewood Print Shop,CRD69661582,-1629.42,GBP,5713252.48
TXN2371,25/04/2026,CARD-STL,Glenmoor Couriers,CRD21318705,-1508.91,GBP,5711743.57
TXN2372,25/04/2026,CARD-STL,Bellamy Coffee Co,CRD74953434,-1300.00,GBP,5710443.57
TXN2373,25/04/2026,CARD-STL,Fairhaven Parking,CRD90716082,-669.03,GBP,5709774.54
TXN2374,25/04/2026,CARD-STL,Aeroline Travel,CRD75646635,-345.19,GBP,5709429.35
TXN2375,25/04/2026,CARD-STL,Hartsmere Catering,CRD89877547,-2644.90,GBP,5706784.45
TXN2376,25/04/2026,CARD-STL,Elmswood Books,CRD39131662,-925.25,GBP,5705859.20
TXN2377,25/04/2026,CARD-STL,Fairhaven Parking,CRD49504707,-165.36,GBP,5705693.84
TXN2378,25/04/2026,CARD-STL,Dunmore Car Hire,CRD27336752,-1222.62,GBP,5704471.22
TXN2379,25/04/2026,CARD-STL,Pinehurst Hotels,CRD51744265,-3072.67,GBP,5701398.55
TXN2380,25/04/2026,CARD-STL,Cityline Rail,CRD65950015,-2129.76,GBP,5699268.79
TXN2381,25/04/2026,CARD-STL,Aeroline Travel,CRD88779863,-2685.46,GBP,5696583.33
TXN2382,25/04/2026,CARD-STL,Glenmoor Couriers,CRD15600630,-2315.36,GBP,5694267.97
TXN2383,25/04/2026,CARD-STL,Norbury Stationers,CRD38495949,-3780.22,GBP,5690487.75
TXN2384,25/04/2026,CARD-STL,Cityline Rail,CRD11217580,-3509.14,GBP,5686978.61
TXN2385,25/04/2026,CARD-STL,Pinehurst Hotels,CRD24063468,-795.13,GBP,5686183.48
TXN2386,25/04/2026,CARD-STL,Pinehurst Hotels,CRD97771714,-3252.14,GBP,5682931.34
TXN2387,25/04/2026,CARD-STL,Lowfield Hardware,CRD47870526,-28.78,GBP,5682902.56
TXN2388,25/04/2026,CARD-STL,Dunmore Car Hire,CRD25978723,-2978.18,GBP,5679924.38
TXN2389,25/04/2026,CARD-STL,Elmswood Books,CRD57265097,-2075.35,GBP,5677849.03
TXN2390,25/04/2026,CARD-STL,Elmswood Books,CRD82293471,-2695.60,GBP,5675153.43
TXN2391,26/04/2026,CARD-STL,Cityline Rail,CRD86111591,-3080.53,GBP,5672072.90
TXN2392,26/04/2026,CARD-STL,Aeroline Travel,CRD92229215,-3628.84,GBP,5668444.06
TXN2393,26/04/2026,CARD-STL,Lowfield Hardware,CRD38522959,-507.72,GBP,5667936.34
TXN2394,26/04/2026,CARD-STL,Pinehurst Hotels,CRD90057773,-2955.98,GBP,5664980.36
TXN2395,26/04/2026,CARD-STL,Bellamy Coffee Co,CRD29685226,-1345.15,GBP,5663635.21
TXN2396,26/04/2026,CARD-STL,Cityline Rail,CRD10762009,-2707.13,GBP,5660928.08
TXN2397,26/04/2026,CARD-STL,Halewood Fuel Services,CRD69328564,-112.45,GBP,5660815.63
TXN2398,26/04/2026,CARD-STL,Hartsmere Catering,CRD31885675,-1438.19,GBP,5659377.44
TXN2399,26/04/2026,CARD-STL,Dunmore Car Hire,CRD96395890,-2657.24,GBP,5656720.20
TXN2400,26/04/2026,CARD-STL,Bellamy Coffee Co,CRD48632241,-451.63,GBP,5656268.57
TXN2401,26/04/2026,CARD-STL,Jubilee Fitness,CRD92851323,-1010.61,GBP,5655257.96
TXN2402,26/04/2026,CARD-STL,Dunmore Car Hire,CRD37554820,-3615.14,GBP,5651642.82
TXN2403,26/04/2026,CARD-STL,Glenmoor Couriers,CRD17371103,-3594.22,GBP,5648048.60
TXN2404,26/04/2026,CARD-STL,Jubilee Fitness,CRD20817872,-2159.96,GBP,5645888.64
TXN2405,26/04/2026,CARD-STL,Fairhaven Parking,CRD76145260,-1763.12,GBP,5644125.52
TXN2406,26/04/2026,CARD-STL,Norbury Stationers,CRD66127043,-1698.28,GBP,5642427.24
TXN2407,26/04/2026,CARD-STL,Jubilee Fitness,CRD22460424,-1118.60,GBP,5641308.64
TXN2408,26/04/2026,CARD-STL,Inglewood Print Shop,CRD21920876,-2726.35,GBP,5638582.29
TXN2409,26/04/2026,CARD-STL,Halewood Fuel Services,CRD83359330,-3267.19,GBP,5635315.10
TXN2410,26/04/2026,CARD-STL,Cityline Rail,CRD99637893,-3643.03,GBP,5631672.07
TXN2411,26/04/2026,CARD-STL,Norbury Stationers,CRD69764049,-3797.23,GBP,5627874.84
TXN2412,26/04/2026,CARD-STL,Halewood Fuel Services,CRD32002341,-1999.18,GBP,5625875.66
TXN2413,26/04/2026,CARD-STL,Bellamy Coffee Co,CRD58354811,-814.46,GBP,5625061.20
TXN2414,26/04/2026,CARD-STL,Elmswood Books,CRD30869999,-361.37,GBP,5624699.83
TXN2415,26/04/2026,CARD-STL,Pinehurst Hotels,CRD84792466,-2565.89,GBP,5622133.94
TXN2416,26/04/2026,CARD-STL,Cityline Rail,CRD34243013,-2741.91,GBP,5619392.03
TXN2417,26/04/2026,CARD-STL,Cityline Rail,CRD78265445,-937.42,GBP,5618454.61
TXN2418,26/04/2026,CARD-STL,Inglewood Print Shop,CRD87101192,-462.76,GBP,5617991.85
TXN2419,26/04/2026,CARD-STL,Pinehurst Hotels,CRD33619323,-2229.20,GBP,5615762.65
TXN2420,26/04/2026,CARD-STL,Bellamy Coffee Co,CRD87926167,-377.31,GBP,5615385.34
TXN2421,26/04/2026,CARD-STL,Inglewood Print Shop,CRD58525511,-3166.52,GBP,5612218.82
TXN2422,26/04/2026,CARD-STL,Halewood Fuel Services,CRD88905650,-3096.54,GBP,5609122.28
TXN2423,26/04/2026,CARD-STL,Fairhaven Parking,CRD72712195,-3059.97,GBP,5606062.31
TXN2424,26/04/2026,CARD-STL,Elmswood Books,CRD78884071,-3294.56,GBP,5602767.75
TXN2425,26/04/2026,CARD-STL,Hartsmere Catering,CRD30836307,-299.63,GBP,5602468.12
TXN2426,26/04/2026,CARD-STL,Pinehurst Hotels,CRD58682895,-563.72,GBP,5601904.40
TXN2427,26/04/2026,CARD-STL,Hartsmere Catering,CRD29145668,-21.84,GBP,5601882.56
TXN2428,26/04/2026,CARD-STL,Elmswood Books,CRD46787915,-2387.24,GBP,5599495.32
TXN2429,26/04/2026,CARD-STL,Lowfield Hardware,CRD11424975,-2818.57,GBP,5596676.75
TXN2430,26/04/2026,CARD-STL,Crestwood IT Retail,CRD51624499,-2459.63,GBP,5594217.12
TXN2431,26/04/2026,CARD-STL,Jubilee Fitness,CRD45397385,-2948.95,GBP,5591268.17
TXN2432,26/04/2026,CARD-STL,Kingsmead Pharmacy,CRD78649871,-3754.40,GBP,5587513.77
TXN2433,27/04/2026,SUPPLIER-FPS,Norhaven Instruments,INV-1035,-14976.04,GBP,5572537.73
TXN2434,27/04/2026,SUPPLIER-CHAPS,Jarrowfield Paper,INV-1046,-7676.50,GBP,5564861.23
TXN2435,27/04/2026,SUPPLIER-FPS,Haldane Print & Bind,INV-1062,-3780.35,GBP,5561080.88
TXN2436,27/04/2026,SUPPLIER-CHAPS,Garrowby Textiles,INV-1103,-38259.64,GBP,5522821.24
TXN2437,27/04/2026,SUPPLIER-BACS,Oakhampton Seals,INV-1111,-38211.10,GBP,5484610.14
TXN2438,27/04/2026,SUPPLIER-CHAPS,Ashgrove Catering,INV-1157,-11879.18,GBP,5472730.96
TXN2439,27/04/2026,SUPPLIER-CHAPS,Denholm Safety,INV-1160,-7517.08,GBP,5465213.88
TXN2440,27/04/2026,SUPPLIER-BACS,Langmere Plastics,INV-1168,-31803.60,GBP,5433410.28
TXN2441,27/04/2026,SUPPLIER-BACS,Coldbrook Logistics,INV-2488,-1975.60,GBP,5431434.68
TXN2442,27/04/2026,CARD-STL,Norbury Stationers,CRD36353231,-3262.23,GBP,5428172.45
TXN2443,27/04/2026,CARD-STL,Jubilee Fitness,CRD56669072,-1174.74,GBP,5426997.71
TXN2444,27/04/2026,CARD-STL,Kingsmead Pharmacy,CRD82349291,-1013.86,GBP,5425983.85
TXN2445,27/04/2026,CARD-STL,Halewood Fuel Services,CRD33734781,-828.16,GBP,5425155.69
TXN2446,27/04/2026,CARD-STL,Jubilee Fitness,CRD38384905,-1425.76,GBP,5423729.93
TXN2447,27/04/2026,CARD-STL,Elmswood Books,CRD12768064,-125.60,GBP,5423604.33
TXN2448,27/04/2026,CARD-STL,Norbury Stationers,CRD78910825,-3565.55,GBP,5420038.78
TXN2449,27/04/2026,CARD-STL,Elmswood Books,CRD73187599,-453.99,GBP,5419584.79
TXN2450,27/04/2026,CARD-STL,Halewood Fuel Services,CRD94439716,-982.36,GBP,5418602.43
TXN2451,27/04/2026,CARD-STL,Hartsmere Catering,CRD71810673,-2946.41,GBP,5415656.02
TXN2452,27/04/2026,CARD-STL,Elmswood Books,CRD77827197,-3293.01,GBP,5412363.01
TXN2453,27/04/2026,CARD-STL,Pinehurst Hotels,CRD44487192,-434.59,GBP,5411928.42
TXN2454,27/04/2026,CARD-STL,Halewood Fuel Services,CRD53774448,-1136.63,GBP,5410791.79
TXN2455,27/04/2026,CARD-STL,Cityline Rail,CRD43810805,-3481.93,GBP,5407309.86
TXN2456,27/04/2026,CARD-STL,Jubilee Fitness,CRD53013483,-2627.27,GBP,5404682.59
TXN2457,27/04/2026,CARD-STL,Crestwood IT Retail,CRD38165647,-3289.05,GBP,5401393.54
TXN2458,27/04/2026,CARD-STL,Crestwood IT Retail,CRD48153547,-1297.93,GBP,5400095.61
TXN2459,27/04/2026,CARD-STL,Elmswood Books,CRD21156894,-730.73,GBP,5399364.88
TXN2460,27/04/2026,CARD-STL,Jubilee Fitness,CRD44847840,-1232.01,GBP,5398132.87
TXN2461,27/04/2026,CARD-STL,Jubilee Fitness,CRD26103742,-988.79,GBP,5397144.08
TXN2462,27/04/2026,CARD-STL,Lowfield Hardware,CRD35249780,-753.78,GBP,5396390.30
TXN2463,27/04/2026,CARD-STL,Aeroline Travel,CRD41052069,-3173.53,GBP,5393216.77
TXN2464,27/04/2026,CARD-STL,Lowfield Hardware,CRD17655418,-2465.70,GBP,5390751.07
TXN2465,27/04/2026,CARD-STL,Cityline Rail,CRD67660618,-1974.85,GBP,5388776.22
TXN2466,27/04/2026,CARD-STL,Bellamy Coffee Co,CRD21574246,-2863.91,GBP,5385912.31
TXN2467,27/04/2026,CARD-STL,Lowfield Hardware,CRD88753531,-754.33,GBP,5385157.98
TXN2468,27/04/2026,CARD-STL,Bellamy Coffee Co,CRD40409201,-165.06,GBP,5384992.92
TXN2469,27/04/2026,CARD-STL,Halewood Fuel Services,CRD87645523,-3165.56,GBP,5381827.36
TXN2470,27/04/2026,CARD-STL,Halewood Fuel Services,CRD89483430,-1582.37,GBP,5380244.99
TXN2471,27/04/2026,CARD-STL,Elmswood Books,CRD31820816,-2945.86,GBP,5377299.13
TXN2472,27/04/2026,CARD-STL,Crestwood IT Retail,CRD44572103,-844.21,GBP,5376454.92
TXN2473,27/04/2026,CARD-STL,Aeroline Travel,CRD64726294,-1584.38,GBP,5374870.54
TXN2474,27/04/2026,CARD-STL,Bellamy Coffee Co,CRD41411038,-1382.82,GBP,5373487.72
TXN2475,27/04/2026,CARD-STL,Norbury Stationers,CRD38485767,-1460.68,GBP,5372027.04
TXN2476,27/04/2026,CARD-STL,Hartsmere Catering,CRD44183081,-2110.34,GBP,5369916.70
TXN2477,27/04/2026,DD-UTIL,Broadreach Broadband,DD377295,-245.24,GBP,5369671.46
TXN2478,27/04/2026,DD-UTIL,Aquavale Water,DD245474,-967.13,GBP,5368704.33
TXN2479,27/04/2026,DD-UTIL,Metro Waste Services,DD659052,-281.95,GBP,5368422.38
TXN2480,27/04/2026,DD-UTIL,Parkfield Rates,DD789196,-1113.11,GBP,5367309.27
TXN2481,27/04/2026,DD-UTIL,Parkfield Rates,DD104881,-1013.54,GBP,5366295.73
TXN2482,27/04/2026,DD-UTIL,Broadreach Broadband,DD822447,-877.41,GBP,5365418.32
TXN2483,27/04/2026,DD-UTIL,Cinderford Gas,DD315629,-1788.42,GBP,5363629.90
TXN2484,27/04/2026,DD-UTIL,Talkline Telecom,DD678175,-540.34,GBP,5363089.56
TXN2485,27/04/2026,DD-UTIL,Parkfield Rates,DD662013,-723.28,GBP,5362366.28
TXN2486,27/04/2026,DD-UTIL,Aquavale Water,DD399759,-892.46,GBP,5361473.82
TXN2487,27/04/2026,DD-UTIL,Parkfield Rates,DD813295,-608.41,GBP,5360865.41
TXN2488,27/04/2026,DD-UTIL,Broadreach Broadband,DD640276,-159.56,GBP,5360705.85
TXN2489,27/04/2026,DD-UTIL,Northern Grid Power,DD470772,-1441.62,GBP,5359264.23
TXN2490,27/04/2026,DD-UTIL,Aquavale Water,DD549938,-111.96,GBP,5359152.27
TXN2491,27/04/2026,DD-UTIL,Cinderford Gas,DD521511,-1081.73,GBP,5358070.54
TXN2492,27/04/2026,DD-UTIL,Shieldcrest Insurance,DD832345,-698.45,GBP,5357372.09
TXN2493,27/04/2026,DD-UTIL,Aquavale Water,DD179250,-1708.90,GBP,5355663.19
